../../../imagens/;;;
file;is_Fruit;Level;Ouput
Flying_lowres.jpg;FALSE;;
Flying_lowres_crop.jpg;FALSE;;
Fyling_lowres_noise.png;FALSE;;
mapa-high_res.png;FALSE;;
matricula.jpg;FALSE;;
Gaivota.jpg;FALSE;;
Gaivota_ruido.jpg;FALSE;;
loira.bmp;FALSE;;
loira_noise_mais_fraco.bmp;FALSE;;
loiranoise2.bmp;FALSE;;
sesimbra_escuro.bmp;FALSE;;
sesimbra_EQ.bmp;FALSE;;
